Customer_ID,Reference_Date,Geopolitical_Zone,State,Residence_Type,Age,Gender,Marital_Status,Education_Level,Occupation,Income_Regularity,Monthly_Income_NGN,Account_Type,Salary_Account,Tenure_Years,Account_Balance_NGN,Account_Balance_3M_Ago_NGN,Balance_Change_Pct_3M,Number_of_Products,Has_Debit_Card,Has_Credit_Card,Mobile_Banking,Internet_Banking,USSD_Banking,Preferred_Channel,Digital_Transaction_Share,Digital_Engagement,Monthly_Transactions_3M_Ago,Monthly_Transactions_Current,Transaction_Change_Pct_3M,Transaction_Frequency,Monthly_Transaction_Value_NGN,Months_Inactive_12M,Days_Since_Last_Transaction,Active_Member,Failed_Transactions_3M,Customer_Service_Contacts_6M,Complaints_6M,Unresolved_Complaints_6M,Average_Resolution_Days,Monthly_Bank_Fees_NGN,Fee_to_Income_Pct,Satisfaction_Score,Loan_Status,Loan_Amount_NGN,Credit_Score,Active_Account_at_Another_Bank,Churn_Within_6M
NGBK000081,2024-12-31,South West,Ondo,Rural,57,Male,Separated/Widowed,Primary,Artisan/Skilled Trade,Irregular,20000,Savings,No,5.9,22400,25300,-0.113,2,Yes,No,Yes,Yes,Yes,ATM,0.76,High,14,22,0.571,High,42100,0,7,Yes,0,0,0,0,0.0,2100,10.5,2,Current,150000,706,No,Yes
NGBK000082,2024-12-31,South West,Lagos,Urban,31,Female,Single,Secondary,Business Owner,Variable,260000,Current,No,5.3,70000,76200,-0.081,4,Yes,No,Yes,Yes,No,ATM,0.46,High,12,9,-0.25,Medium,315400,0,10,Yes,1,0,0,0,0.0,3200,1.23,3,No Loan,0,637,Yes,No
NGBK000083,2024-12-31,South South,Rivers,Rural,58,Female,Married,Primary,Trader,Variable,35000,Savings,No,3.9,20600,15100,0.364,2,Yes,No,No,No,No,Branch,0.32,Medium,13,14,0.077,Medium,43700,2,21,Yes,1,1,1,0,5.6,1600,4.57,3,No Loan,0,562,Yes,No
NGBK000084,2024-12-31,South West,Lagos,Urban,25,Male,Married,Secondary,Student,Variable,34000,Student,No,0.7,8000,8400,-0.047,2,No,No,Yes,No,No,Mobile App,0.32,Medium,16,19,0.188,High,70700,3,15,Yes,1,1,1,0,2.6,1200,3.53,2,No Loan,0,578,Yes,No
NGBK000085,2024-12-31,North Central,Plateau,Urban,29,Female,Married,HND/Bachelor,Professional/Technician,Regular,316000,Salary,Yes,3.9,793800,703100,0.129,1,Yes,No,Yes,No,No,Mobile App,0.65,High,26,20,-0.231,High,642200,1,3,Yes,0,1,0,0,0.0,2000,0.63,3,No Loan,0,652,No,No
NGBK000086,2024-12-31,South South,Akwa Ibom,Rural,33,Female,Married,Primary,Artisan/Skilled Trade,Variable,84000,Savings,No,2.3,39600,31600,0.252,2,Yes,No,Yes,No,No,Mobile App,0.3,Medium,15,13,-0.133,Medium,100200,4,6,No,0,1,0,0,0.0,1400,1.67,5,No Loan,0,623,No,Yes
NGBK000087,2024-12-31,North East,Taraba,Rural,31,Male,Married,HND/Bachelor,Unemployed,Regular,54000,Savings,No,1.6,34200,27300,0.251,1,Yes,No,Yes,Yes,No,ATM,0.48,High,28,36,0.286,Very High,125600,1,6,Yes,2,1,0,0,0.0,1500,2.78,3,Completed,227000,592,No,No
NGBK000088,2024-12-31,South West,Lagos,Urban,52,Female,Single,HND/Bachelor,Manager/Executive,Regular,936000,Savings,No,8.2,397300,342500,0.16,1,Yes,No,Yes,Yes,No,POS,0.86,High,24,26,0.083,High,1382300,4,4,No,2,1,0,0,0.0,1400,0.15,5,No Loan,0,587,Yes,No
NGBK000089,2024-12-31,North East,Adamawa,Urban,24,Female,Single,Postgraduate,Other,Irregular,208000,Savings,No,0.5,76900,68400,0.124,2,Yes,No,Yes,Yes,No,Mobile App,0.75,High,26,23,-0.115,High,240200,0,4,Yes,1,1,0,0,0.0,1500,0.72,4,No Loan,0,599,No,No
NGBK000090,2024-12-31,South West,Oyo,Urban,45,Male,Married,HND/Bachelor,Professional/Technician,Regular,1026000,Savings,No,0.6,433200,375100,0.155,2,Yes,No,Yes,Yes,No,Web Transfer,0.68,High,19,24,0.263,High,1342700,0,6,Yes,2,1,0,0,0.0,1200,0.12,5,No Loan,0,685,No,No
NGBK000091,2024-12-31,South West,Osun,Urban,41,Male,Separated/Widowed,Postgraduate,Professional/Technician,Regular,278000,Savings,No,6.6,328100,327800,0.001,1,Yes,No,Yes,Yes,Yes,POS,0.77,High,31,34,0.097,Very High,737900,1,6,Yes,2,0,0,0,0.0,1800,0.65,4,No Loan,0,640,Yes,No
NGBK000092,2024-12-31,South East,Anambra,Rural,37,Male,Married,Secondary,Trader,Irregular,44000,Current,No,0.2,35900,30200,0.189,1,Yes,No,No,No,No,ATM,0.26,Low,11,10,-0.091,Medium,45600,1,10,Yes,0,0,0,0,0.0,1700,3.86,5,No Loan,0,639,Yes,No
NGBK000093,2024-12-31,North Central,FCT,Urban,42,Female,Married,Primary,Self-Employed,Variable,136000,Savings,No,6.5,90100,74500,0.21,2,Yes,No,Yes,Yes,No,POS,0.5,High,18,22,0.222,High,90800,1,4,Yes,3,0,0,0,0.0,1800,1.32,4,Completed,499000,747,No,No
NGBK000094,2024-12-31,North Central,FCT,Urban,35,Male,Married,Secondary,Self-Employed,Irregular,279000,Savings,No,4.0,49200,46300,0.062,2,Yes,No,No,No,No,Branch,0.44,Medium,24,25,0.042,High,617700,2,4,Yes,0,0,0,0,0.0,700,0.25,3,Current,2382000,749,No,No
NGBK000095,2024-12-31,South West,Osun,Rural,52,Male,Married,HND/Bachelor,Professional/Technician,Variable,100000,Savings,No,6.2,60700,74800,-0.189,4,Yes,Yes,Yes,No,Yes,Mobile App,0.47,High,26,24,-0.077,High,150100,1,1,Yes,0,0,0,0,0.0,2700,2.7,4,Delinquent,918000,672,No,No
NGBK000096,2024-12-31,South East,Ebonyi,Rural,28,Male,Single,Postgraduate,Private Employee,Regular,523000,Salary,Yes,2.1,1033100,909400,0.136,4,Yes,No,Yes,Yes,No,Web Transfer,0.44,High,22,27,0.227,High,875900,2,3,Yes,0,0,0,0,0.0,2700,0.52,5,Completed,6123000,850,Yes,No
NGBK000097,2024-12-31,South South,Edo,Rural,26,Female,Single,OND/NCE,Student,Irregular,27000,Savings,No,1.9,3300,4100,-0.196,1,Yes,No,Yes,No,No,Mobile App,0.53,Medium,10,7,-0.3,Medium,16200,2,10,Yes,0,0,0,0,0.0,1000,3.7,3,Current,104000,606,No,Yes
NGBK000098,2024-12-31,North West,Kaduna,Rural,47,Male,Single,Secondary,Unemployed,Variable,32000,Savings,No,10.4,20500,16800,0.223,3,Yes,No,No,No,Yes,ATM,0.36,Medium,6,7,0.167,Medium,17900,1,15,Yes,0,0,0,0,0.0,900,2.81,4,Current,50000,647,No,No
NGBK000099,2024-12-31,North East,Yobe,Urban,27,Female,Single,Secondary,Professional/Technician,Variable,179000,Savings,No,1.7,30700,28000,0.098,1,Yes,No,Yes,Yes,Yes,Mobile App,0.96,High,9,13,0.444,Medium,412400,0,17,Yes,0,0,0,0,0.0,1000,0.56,4,No Loan,0,627,No,No
NGBK000100,2024-12-31,North East,Taraba,Rural,36,Male,Separated/Widowed,Primary,Trader,Variable,95000,Savings,No,9.8,21900,15400,0.418,1,No,No,Yes,Yes,No,POS,0.19,Medium,8,8,0.0,Medium,56700,2,14,Yes,0,1,0,0,0.0,1300,1.37,2,Completed,234000,671,Yes,No
NGBK000101,2024-12-31,North East,Borno,Urban,28,Female,Married,OND/NCE,Self-Employed,Regular,270000,Current,No,6.3,121000,98000,0.235,2,Yes,Yes,Yes,Yes,No,Mobile App,0.5,High,14,12,-0.143,Medium,398700,0,20,Yes,0,1,0,0,0.0,2800,1.04,5,No Loan,0,747,No,No
NGBK000102,2024-12-31,South South,Delta,Rural,60,Male,Married,Primary,Trader,Variable,55000,Current,No,6.2,39800,50300,-0.208,1,Yes,No,Yes,No,No,ATM,0.47,Medium,12,5,-0.583,Low,19400,4,8,No,0,0,0,0,0.0,1600,2.91,3,Current,393000,574,No,No
NGBK000103,2024-12-31,North East,Adamawa,Urban,51,Female,Married,OND/NCE,Self-Employed,Variable,343000,Current,No,11.5,869800,1031800,-0.157,3,Yes,Yes,No,No,No,POS,0.71,Medium,27,26,-0.037,High,650800,2,3,Yes,3,1,1,1,5.3,2300,0.67,3,Current,1990000,704,No,No
NGBK000104,2024-12-31,North East,Taraba,Rural,46,Male,Married,No formal,Trader,Variable,234000,Current,No,7.9,125600,129000,-0.026,1,No,No,No,No,Yes,POS,0.21,Medium,21,16,-0.238,High,230400,2,5,Yes,1,0,0,0,0.0,2500,1.07,3,Current,2532000,656,No,No
NGBK000105,2024-12-31,North Central,Niger,Rural,29,Male,Married,HND/Bachelor,Trader,Variable,114000,Savings,No,6.3,47300,45700,0.034,2,Yes,No,No,Yes,Yes,USSD,0.54,High,32,33,0.031,Very High,269300,2,1,Yes,0,0,0,0,0.0,1800,1.58,5,No Loan,0,649,No,No
NGBK000106,2024-12-31,North Central,Plateau,Urban,49,Male,Married,Secondary,Civil Servant,Regular,331000,Salary,Yes,9.5,216400,283600,-0.237,4,Yes,No,Yes,Yes,No,POS,0.67,High,19,18,-0.053,High,492700,2,4,Yes,0,1,0,0,0.0,2200,0.66,4,No Loan,0,720,Yes,No
NGBK000107,2024-12-31,North East,Borno,Urban,51,Female,Single,HND/Bachelor,Artisan/Skilled Trade,Irregular,145000,Savings,Yes,11.4,66900,56600,0.182,4,Yes,Yes,Yes,No,Yes,POS,0.66,High,35,39,0.114,Very High,453600,0,6,Yes,1,1,1,0,4.8,2900,2.0,4,Completed,775000,765,Yes,No
NGBK000108,2024-12-31,North East,Bauchi,Rural,43,Female,Married,Primary,Trader,Variable,125000,Current,No,2.5,206700,230400,-0.103,2,Yes,No,No,Yes,No,Branch,0.3,Medium,15,12,-0.2,Medium,172200,1,19,Yes,0,0,0,0,0.0,2700,2.16,5,Current,893000,694,Yes,No
NGBK000109,2024-12-31,South South,Rivers,Urban,49,Female,Married,Postgraduate,Private Employee,Regular,472000,Savings,No,5.3,430300,384900,0.118,3,Yes,No,Yes,Yes,Yes,ATM,0.72,High,18,19,0.056,High,706800,2,2,Yes,3,2,1,0,6.7,2400,0.51,5,Completed,1154000,756,Yes,No
NGBK000110,2024-12-31,North Central,Plateau,Urban,36,Female,Married,HND/Bachelor,Private Employee,Regular,303000,Salary,Yes,4.0,213100,261200,-0.184,1,No,No,Yes,Yes,Yes,Web Transfer,0.82,High,23,24,0.043,High,308200,1,7,Yes,2,1,1,1,10.8,2000,0.66,3,Current,2003000,607,No,No
NGBK000111,2024-12-31,North Central,FCT,Urban,48,Male,Married,OND/NCE,Private Employee,Regular,272000,Salary,Yes,3.0,229500,185400,0.238,2,Yes,No,Yes,No,Yes,Branch,0.65,High,12,17,0.417,High,260000,1,15,Yes,1,1,0,0,0.0,2200,0.81,4,No Loan,0,672,No,No
NGBK000112,2024-12-31,South West,Lagos,Urban,27,Male,Single,Secondary,Civil Servant,Regular,176000,Savings,No,3.1,86300,120500,-0.284,1,Yes,No,Yes,Yes,Yes,Mobile App,0.94,High,25,36,0.44,Very High,306100,1,7,Yes,3,1,0,0,0.0,1400,0.8,3,No Loan,0,612,Yes,Yes
NGBK000113,2024-12-31,North Central,Niger,Urban,28,Female,Married,Primary,Private Employee,Regular,125000,Savings,No,2.7,55600,55700,-0.001,1,No,No,Yes,Yes,Yes,Web Transfer,0.6,High,7,9,0.286,Medium,121000,2,12,Yes,0,0,0,0,0.0,400,0.32,5,Current,493000,587,No,No
NGBK000114,2024-12-31,North Central,Benue,Rural,34,Female,Married,Secondary,Unemployed,Variable,35000,Savings,No,4.4,43300,54900,-0.212,1,Yes,No,Yes,Yes,No,POS,0.58,High,11,8,-0.273,Medium,74000,3,8,Yes,0,0,0,0,0.0,800,2.29,3,Current,324000,651,No,No
NGBK000115,2024-12-31,North West,Sokoto,Rural,52,Male,Married,OND/NCE,Private Employee,Regular,273000,Salary,Yes,7.0,248400,237500,0.046,4,Yes,Yes,Yes,No,No,POS,0.11,Medium,29,15,-0.483,Medium,250900,0,6,Yes,0,0,0,0,0.0,2900,1.06,4,Completed,617000,726,No,No
NGBK000116,2024-12-31,South East,Ebonyi,Urban,41,Female,Single,Secondary,Manager/Executive,Variable,397000,Savings,No,1.3,216200,170100,0.271,1,Yes,No,Yes,Yes,Yes,POS,0.77,High,24,24,0.0,High,734600,2,5,Yes,1,0,0,0,0.0,1000,0.25,4,No Loan,0,634,Yes,No
NGBK000117,2024-12-31,South West,Oyo,Rural,29,Female,Single,Primary,Artisan/Skilled Trade,Variable,70000,Savings,No,0.5,12400,9400,0.322,1,Yes,No,Yes,Yes,Yes,POS,0.67,High,18,26,0.444,High,116500,3,3,Yes,3,0,0,0,0.0,1300,1.86,3,Completed,391000,695,No,No
NGBK000118,2024-12-31,North Central,FCT,Rural,59,Male,Single,Primary,Trader,Variable,44000,Savings,No,1.5,14200,13900,0.022,1,Yes,No,No,Yes,Yes,ATM,0.45,High,11,11,0.0,Medium,37800,3,21,Yes,0,2,1,0,3.3,700,1.59,4,Completed,110000,639,No,No
NGBK000119,2024-12-31,South West,Ondo,Urban,53,Female,Married,HND/Bachelor,Business Owner,Variable,1286000,Current,No,13.2,692400,945900,-0.268,3,No,Yes,Yes,Yes,No,POS,0.46,Medium,10,15,0.5,Medium,920900,1,4,Yes,0,0,0,0,0.0,3000,0.23,5,No Loan,0,774,No,No
NGBK000120,2024-12-31,South South,Rivers,Urban,21,Male,Married,Secondary,Trader,Variable,174000,Current,No,1.8,182000,137500,0.324,1,Yes,No,Yes,Yes,No,ATM,0.68,High,12,17,0.417,High,152600,4,19,No,1,0,0,0,0.0,1900,1.09,5,Completed,704000,593,No,Yes
NGBK000121,2024-12-31,South West,Ondo,Urban,47,Female,Married,OND/NCE,Trader,Variable,365000,Savings,No,2.5,350700,419000,-0.163,3,Yes,Yes,Yes,Yes,No,Mobile App,0.7,High,20,17,-0.15,High,559800,1,2,Yes,0,0,0,0,0.0,1400,0.38,3,No Loan,0,640,No,No
NGBK000122,2024-12-31,South West,Ondo,Urban,53,Male,Married,Secondary,Unemployed,Variable,34000,Savings,No,2.7,5400,6800,-0.201,2,Yes,Yes,Yes,Yes,Yes,Web Transfer,0.73,High,5,7,0.4,Medium,22100,1,8,Yes,1,1,0,0,0.0,1800,5.29,3,Completed,280000,565,No,Yes
NGBK000123,2024-12-31,North Central,FCT,Urban,44,Female,Married,OND/NCE,Artisan/Skilled Trade,Irregular,20000,Savings,No,5.0,6600,6500,0.008,1,Yes,No,No,Yes,No,Web Transfer,0.63,Medium,18,11,-0.389,Medium,20500,3,4,Yes,0,0,0,0,0.0,800,4.0,5,No Loan,0,690,Yes,Yes
NGBK000124,2024-12-31,North Central,Nasarawa,Urban,29,Male,Single,No formal,Self-Employed,Variable,277000,Current,Yes,1.7,224100,154600,0.45,2,Yes,No,Yes,No,Yes,Branch,0.68,High,28,26,-0.071,High,1016100,1,1,Yes,1,0,0,0,0.0,2800,1.01,5,Current,1960000,749,Yes,No
NGBK000125,2024-12-31,North West,Katsina,Urban,43,Female,Married,Secondary,Artisan/Skilled Trade,Regular,68000,Salary,Yes,1.2,41100,32600,0.259,3,Yes,No,Yes,Yes,No,Mobile App,0.43,High,28,41,0.464,Very High,110500,1,3,Yes,2,0,0,0,0.0,3000,4.41,3,Current,374000,609,Yes,No
NGBK000126,2024-12-31,North Central,Kogi,Urban,27,Male,Separated/Widowed,Secondary,Manager/Executive,Regular,399000,Salary,No,3.4,83200,114900,-0.276,1,Yes,No,Yes,Yes,No,POS,0.7,High,8,3,-0.625,Low,292900,1,11,No,1,0,0,0,0.0,700,0.18,4,Current,2435000,643,No,Yes
NGBK000127,2024-12-31,South West,Ondo,Urban,21,Male,Single,OND/NCE,Student,Irregular,75000,Student,No,0.7,83300,71800,0.16,1,Yes,No,Yes,Yes,No,POS,0.57,High,13,8,-0.385,Medium,47100,1,10,Yes,0,0,0,0,0.0,700,0.93,5,No Loan,0,516,Yes,No
NGBK000128,2024-12-31,North West,Kano,Urban,38,Male,Married,OND/NCE,Civil Servant,Regular,370000,Salary,Yes,5.8,428800,364000,0.178,3,Yes,Yes,Yes,Yes,Yes,Mobile App,0.73,High,30,26,-0.133,High,848300,4,1,No,1,0,0,0,0.0,2500,0.68,4,No Loan,0,691,Yes,Yes
NGBK000129,2024-12-31,North West,Kano,Urban,43,Female,Married,Secondary,Civil Servant,Regular,203000,Salary,Yes,1.7,185600,144700,0.283,1,Yes,No,Yes,No,No,Mobile App,0.54,Medium,17,17,0.0,High,420300,1,7,Yes,1,1,0,0,0.0,1800,0.89,5,No Loan,0,589,No,No
NGBK000130,2024-12-31,South East,Anambra,Rural,24,Male,Married,Secondary,Self-Employed,Variable,155000,Savings,Yes,1.6,104400,105300,-0.009,2,Yes,Yes,Yes,Yes,No,ATM,0.5,High,7,7,0.0,Medium,113000,2,21,Yes,1,0,0,0,0.0,1500,0.97,5,Completed,577000,635,Yes,No
NGBK000131,2024-12-31,South East,Enugu,Urban,23,Male,Married,HND/Bachelor,Private Employee,Regular,240000,Salary,Yes,0.7,109300,111000,-0.015,2,Yes,No,Yes,Yes,No,POS,0.63,High,36,25,-0.306,High,455500,0,4,Yes,2,1,0,0,0.0,2000,0.83,3,Current,2002000,622,No,No
NGBK000132,2024-12-31,North Central,FCT,Urban,57,Male,Separated/Widowed,HND/Bachelor,Retired,Regular,157000,Savings,Yes,1.8,51200,47100,0.088,1,No,Yes,Yes,Yes,No,Mobile App,0.48,Medium,23,21,-0.087,High,251600,1,3,Yes,0,1,0,0,0.0,1400,0.89,4,Current,1771000,563,Yes,No
NGBK000133,2024-12-31,South West,Ondo,Urban,60,Female,Married,Secondary,Retired,Regular,190000,Savings,No,3.8,37300,40100,-0.069,1,Yes,No,Yes,Yes,No,ATM,0.65,High,14,14,0.0,Medium,309500,4,14,No,2,2,0,0,0.0,1300,0.68,4,No Loan,0,676,No,Yes
NGBK000134,2024-12-31,South West,Osun,Rural,50,Female,Married,Primary,Trader,Variable,231000,Current,No,1.6,-64700,-69600,-0.07,2,No,No,Yes,No,Yes,Branch,0.35,Medium,19,14,-0.263,Medium,240400,1,3,Yes,0,1,0,0,0.0,2100,0.91,4,No Loan,0,552,Yes,Yes
NGBK000135,2024-12-31,South West,Ondo,Rural,48,Female,Married,Secondary,Professional/Technician,Regular,170000,Salary,Yes,5.9,179400,145600,0.232,4,Yes,No,Yes,Yes,Yes,USSD,0.75,High,44,56,0.273,Very High,433200,0,1,Yes,1,0,0,0,0.0,3300,1.94,4,No Loan,0,676,Yes,No
NGBK000136,2024-12-31,South West,Oyo,Urban,54,Male,Single,Secondary,Professional/Technician,Regular,377000,Salary,Yes,9.9,449400,387700,0.159,4,Yes,Yes,Yes,Yes,Yes,Mobile App,0.57,High,4,4,0.0,Low,336700,2,21,No,0,2,0,0,0.0,1800,0.48,3,Completed,2809000,740,No,No
NGBK000137,2024-12-31,South South,Rivers,Urban,38,Male,Married,HND/Bachelor,Civil Servant,Regular,231000,Salary,Yes,1.5,153700,164000,-0.063,1,Yes,No,Yes,Yes,Yes,ATM,0.75,High,18,16,-0.111,High,341500,2,6,Yes,0,0,0,0,0.0,1500,0.65,5,No Loan,0,681,Yes,No
NGBK000138,2024-12-31,North East,Yobe,Rural,47,Male,Married,Secondary,Trader,Irregular,37000,Current,No,1.5,12800,8200,0.557,3,Yes,No,Yes,Yes,Yes,POS,0.79,High,12,14,0.167,Medium,55900,2,9,Yes,0,0,0,0,0.0,2800,7.57,2,No Loan,0,521,No,No
NGBK000139,2024-12-31,South West,Ogun,Urban,35,Female,Married,Secondary,Manager/Executive,Regular,464000,Salary,Yes,3.9,587800,703100,-0.164,2,Yes,No,Yes,Yes,No,Mobile App,0.65,High,24,27,0.125,High,1947700,2,0,Yes,0,0,0,0,0.0,2000,0.43,5,Current,10351000,782,Yes,No
NGBK000140,2024-12-31,South West,Ogun,Urban,40,Male,Married,Secondary,Trader,Variable,109000,Current,No,6.6,19900,21600,-0.078,2,Yes,No,Yes,No,No,POS,0.42,Medium,9,9,0.0,Medium,77300,3,17,Yes,1,1,0,0,0.0,2200,2.02,5,No Loan,0,590,No,Yes
NGBK000141,2024-12-31,South West,Lagos,Urban,35,Male,Married,Postgraduate,Self-Employed,Variable,111000,Savings,No,1.0,72800,68000,0.07,1,Yes,No,No,Yes,No,ATM,0.54,Medium,9,4,-0.556,Low,87000,4,18,No,0,0,0,0,0.0,900,0.81,4,No Loan,0,564,Yes,No
NGBK000142,2024-12-31,North Central,FCT,Urban,49,Female,Married,HND/Bachelor,Civil Servant,Regular,195000,Salary,Yes,18.0,251600,250100,0.006,5,Yes,No,Yes,Yes,No,ATM,0.51,High,30,33,0.1,Very High,249800,2,5,Yes,0,0,0,0,0.0,2700,1.38,3,No Loan,0,805,No,No
NGBK000143,2024-12-31,South East,Imo,Urban,22,Female,Single,OND/NCE,Unemployed,Irregular,66000,Savings,No,1.2,14800,12000,0.232,1,Yes,No,Yes,Yes,No,USSD,0.43,High,23,17,-0.261,High,68200,0,6,Yes,0,0,0,0,0.0,1200,1.82,5,No Loan,0,610,Yes,No
NGBK000144,2024-12-31,South West,Ondo,Rural,44,Male,Married,Primary,Artisan/Skilled Trade,Irregular,28000,Savings,No,6.0,6800,8200,-0.167,3,Yes,No,Yes,Yes,No,Mobile App,0.24,Medium,18,13,-0.278,Medium,28800,1,17,Yes,0,0,0,0,0.0,1900,6.79,4,Current,73000,590,No,Yes
NGBK000145,2024-12-31,South South,Akwa Ibom,Urban,42,Male,Married,Secondary,Private Employee,Regular,243000,Savings,No,5.7,120100,141100,-0.149,2,Yes,No,Yes,Yes,Yes,POS,0.69,High,7,5,-0.286,Low,287500,1,41,No,0,0,0,0,0.0,1300,0.53,4,Completed,1876000,727,Yes,No
NGBK000146,2024-12-31,North West,Jigawa,Rural,36,Female,Married,OND/NCE,Trader,Variable,122000,Current,No,4.0,160800,252000,-0.362,1,Yes,No,Yes,Yes,Yes,POS,0.79,High,24,28,0.167,High,181900,1,6,Yes,0,0,0,0,0.0,2800,2.3,4,No Loan,0,653,Yes,No
NGBK000147,2024-12-31,South East,Enugu,Urban,41,Male,Single,HND/Bachelor,Private Employee,Irregular,681000,Savings,No,7.5,596200,612700,-0.027,1,Yes,No,Yes,Yes,No,POS,0.63,High,17,18,0.059,High,1081900,2,17,Yes,0,0,0,0,0.0,900,0.13,4,No Loan,0,677,No,No
NGBK000148,2024-12-31,North Central,FCT,Urban,50,Female,Married,Secondary,Artisan/Skilled Trade,Irregular,144000,Savings,No,5.3,76800,84800,-0.094,2,Yes,No,No,No,No,POS,0.44,Low,4,5,0.25,Low,74100,4,67,No,1,0,0,0,0.0,1000,0.69,5,Current,93000,621,Yes,No
NGBK000149,2024-12-31,South West,Ekiti,Urban,59,Female,Married,Secondary,Professional/Technician,Variable,553000,Savings,No,0.8,163700,181500,-0.098,1,No,Yes,Yes,Yes,Yes,Branch,0.54,High,14,22,0.571,High,1097700,1,2,Yes,0,1,1,0,7.5,1900,0.34,4,No Loan,0,695,Yes,No
NGBK000150,2024-12-31,North West,Kaduna,Urban,40,Male,Married,Secondary,Trader,Variable,90000,Current,No,0.8,40000,55900,-0.285,1,Yes,No,Yes,No,Yes,USSD,0.62,High,16,23,0.438,High,82400,0,0,Yes,2,0,0,0,0.0,2100,2.33,4,No Loan,0,634,Yes,No
NGBK000151,2024-12-31,South South,Delta,Urban,24,Female,Single,Secondary,Civil Servant,Variable,115000,Savings,No,2.2,126900,138200,-0.082,2,Yes,No,Yes,No,No,Mobile App,0.6,Medium,26,17,-0.346,High,139100,1,15,Yes,1,0,0,0,0.0,1200,1.04,4,Completed,517000,633,No,Yes
NGBK000152,2024-12-31,North West,Kebbi,Rural,48,Female,Separated/Widowed,OND/NCE,Manager/Executive,Regular,448000,Salary,Yes,5.2,896900,753100,0.191,1,Yes,Yes,Yes,Yes,Yes,Mobile App,0.61,High,17,19,0.118,High,737400,0,20,Yes,1,0,0,0,0.0,1300,0.29,5,Delinquent,5158000,595,Yes,No
NGBK000153,2024-12-31,North East,Adamawa,Urban,52,Female,Single,Secondary,Artisan/Skilled Trade,Variable,119000,Savings,No,9.3,83800,142800,-0.413,2,No,No,Yes,Yes,Yes,Mobile App,0.65,High,13,16,0.231,High,179400,2,16,Yes,0,1,0,0,0.0,1400,1.18,4,No Loan,0,686,No,No
NGBK000154,2024-12-31,South South,Akwa Ibom,Urban,23,Female,Married,Secondary,Unemployed,Irregular,49000,Savings,No,2.6,17900,18900,-0.054,2,Yes,No,No,Yes,Yes,USSD,0.56,High,20,23,0.15,High,61700,4,5,No,1,0,0,0,0.0,1200,2.45,2,No Loan,0,487,Yes,Yes
NGBK000155,2024-12-31,North East,Gombe,Urban,42,Female,Married,Secondary,Self-Employed,Variable,71000,Savings,No,2.4,23800,28200,-0.155,1,Yes,No,Yes,Yes,No,Branch,0.63,High,4,7,0.75,Medium,43600,1,21,Yes,0,1,0,0,0.0,700,0.99,2,Current,425000,604,Yes,No
NGBK000156,2024-12-31,South South,Akwa Ibom,Rural,33,Female,Married,No formal,Trader,Variable,36000,Current,No,2.4,12100,10100,0.202,1,Yes,No,No,Yes,No,POS,0.23,Medium,16,28,0.75,High,68200,2,3,Yes,0,0,0,0,0.0,2300,6.39,4,No Loan,0,581,No,Yes
NGBK000157,2024-12-31,South East,Imo,Rural,58,Male,Separated/Widowed,Primary,Retired,Regular,109000,Savings,No,12.8,202200,150900,0.34,5,Yes,Yes,No,No,No,POS,0.23,Medium,24,38,0.583,Very High,145100,2,2,Yes,0,0,0,0,0.0,2700,2.48,4,No Loan,0,744,No,No
NGBK000158,2024-12-31,South West,Lagos,Urban,43,Female,Single,Secondary,Professional/Technician,Regular,557000,Salary,Yes,4.1,695000,554200,0.254,4,Yes,Yes,Yes,Yes,No,Mobile App,0.76,High,24,18,-0.25,High,1037900,1,9,Yes,0,1,0,0,0.0,2200,0.39,5,Completed,1920000,674,No,No
NGBK000159,2024-12-31,South West,Lagos,Urban,35,Male,Married,HND/Bachelor,Professional/Technician,Regular,587000,Salary,Yes,0.6,133400,97100,0.374,2,Yes,Yes,Yes,No,Yes,POS,0.62,High,23,33,0.435,Very High,1321600,1,3,Yes,0,0,0,0,0.0,2700,0.46,5,Current,2795000,667,No,No
NGBK000160,2024-12-31,North West,Jigawa,Urban,36,Female,Separated/Widowed,Secondary,Private Employee,Regular,180000,Savings,Yes,0.3,81900,93100,-0.12,2,Yes,Yes,Yes,Yes,Yes,POS,0.83,High,13,14,0.077,Medium,389400,2,9,Yes,1,0,0,0,0.0,1500,0.83,4,Current,1919000,685,No,No
NGBK000161,2024-12-31,South South,Edo,Urban,41,Male,Married,HND/Bachelor,Private Employee,Regular,220000,Salary,Yes,7.1,113800,101200,0.125,1,Yes,No,Yes,Yes,No,POS,0.68,High,16,17,0.062,High,333400,1,8,Yes,0,0,0,0,0.0,1800,0.82,4,Current,604000,652,Yes,No
NGBK000162,2024-12-31,South West,Oyo,Rural,57,Female,Married,Secondary,Civil Servant,Regular,346000,Salary,No,6.0,67000,68100,-0.016,2,Yes,No,Yes,No,No,ATM,0.3,Medium,12,16,0.333,High,456600,0,7,Yes,0,2,0,0,0.0,1100,0.32,4,Defaulted,2468000,534,No,No
NGBK000163,2024-12-31,South South,Bayelsa,Rural,18,Male,Single,Secondary,Unemployed,Irregular,20000,Savings,No,1.5,3400,4000,-0.159,2,Yes,Yes,Yes,No,Yes,POS,0.61,High,34,46,0.353,Very High,40300,1,5,Yes,0,0,0,0,0.0,2000,10.0,4,Current,162000,585,No,No
